"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price","pice"
"9427","9427","600",NA,"Used","t",17225,"2007","Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,40886.9284308247
"9428","9428","550",NA,"New","f",5,"2015","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,66,0,111904.047597533
"9429","9429","550",NA,"Used","f",64764,"2009","Silver","5.5 L","Gasoline","FL","SoA",NA,NA,NA,29,0,32476.6724792829
"9430","9430","550",NA,"CPO","t",18154,"2013","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,4,0,67011.7555668571
"9431","9431","550",NA,"New","f",14,"2014","Blue","4.6 L","Gasoline","NC","SoA",NA,NA,"20",13,0,111020.850566109
"9432","9432","550",NA,"CPO","t",38823,"2011","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,72,0,49413.5447822159
"9433","9433","550",NA,"Used","f",22848,"2012","Silver","4.6 L","Gasoline","VA","SoA",NA,NA,NA,0,0,52078.2556961862
"9434","9434","550",NA,"New","f",24,"2015","White","4.7 L","Gasoline","FL","SoA",NA,NA,"20",24,0,135350.794886257
"9435","9435","63 AMG",NA,"New","f",7,"2015","Black","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,80,0,164666.992729999
"9436","9436","550",NA,"Used","f",104059,"2008","Black","5.5 L","Gasoline","NJ","Mid","Harman Kardon",NA,NA,53,0,28221.8302977283
"9437","9437","430",NA,"Used","f",197025,"2003","Beige","4.3 L","Gasoline","CT","New","Premium","Alloy",NA,49,0,6387.04228901655
"9438","9438","550",NA,"New","f",30,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,"Alloy",NA,78,0,112869.965545677
"9439","9439","63 AMG",NA,"CPO","t",24492,"2012","Gray","5.5 L","Gasoline","TX","WSC","Bang Olufsen","Alloy",NA,33,0,87176.9169989499
"9440","9440","550",NA,"Used","f",153000,"2007","Gray","5.5 L","Gasoline","GA","SoA",NA,"Alloy",NA,44,0,22293.1828959484
"9441","9441","550",NA,"Used","f",44136,"2008","White","5.5 L","Gasoline","VA","SoA","Premium",NA,NA,41,0,35326.4954665914
"9442","9442","550",NA,"Used","f",86828,"2007","Gray","5.5 L","Gasoline","VA","SoA","Harman Kardon","Alloy",NA,57,0,26432.8234402392
"9443","9443","550",NA,"Used","f",50014,"2011","White","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,66,0,42582.5716230199
"9444","9444","550",NA,"Used","f",35023,"2013","White","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,83,0,57758.1869316711
"9445","9445","430",NA,"Used","f",44166,"2002","Gold","4.3 L","Gasoline","FL","SoA",NA,NA,NA,5,0,16150.5405011835
"9446","9446","550",NA,"Used","f",76471,"2009","White","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,7,0,32625.6434813469
"9447","9447","550",NA,"Used","t",140200,"2007","Gray","5.5 L","Gasoline","CT","New","Premium","Alloy",NA,38,0,23206.083553241
"9448","9448","350",NA,"Used","f",29503,"2012","Blue","3.0 L","Diesel","CA","Pac",NA,NA,NA,5,0,46368.2597514255
"9449","9449","550",NA,"Used","f",17535,"2012","Silver","4.6 L","Gasoline","AZ","Mtn",NA,"Alloy",NA,7,0,53647.4230804253
"9450","9450","550",NA,"New","f",10,"2014","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,54,0,111044.203804004
"9451","9451","550",NA,"Used","f",53870,"2007","Silver","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,37,0,29497.3360691287
"9452","9452","550",NA,"Used","f",49465,"2011","Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy",NA,71,0,41801.787799208
"9453","9453","550",NA,"Used","f",89576,"2007","Silver","5.5 L","Gasoline","GA","SoA",NA,"Alloy",NA,53,0,26062.3215482716
"9454","9454","550",NA,"New","f",9,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,"19",19,0,112270.023518512
"9455","9455","550",NA,"New","f",8,"2014","Silver","4.6 L","Gasoline","OR","Pac",NA,NA,NA,1,0,111001.891496136
"9456","9456","550",NA,"Used","f",109123,"2007","Blue","5.5 L","Gasoline","IL","ENC",NA,"Alloy",NA,48,0,24764.446665736
"9457","9457","550",NA,"Used","f",61150,"2008","Blue","5.5 L","Gasoline","IL","ENC",NA,NA,NA,5,0,32056.0871666981
"9458","9458","430",NA,"Used","t",67488,"2003","Black","4.3 L","Gasoline","NC","SoA",NA,"Alloy",NA,50,0,14395.3826914018
"9459","9459","500",NA,"Used","f",131833,"2002","Black","5.0 L","Gasoline","CO","Mtn","Premium",NA,NA,27,0,9150.36558678316
"9460","9460","550",NA,"Used","t",24830,"2013","White","4.6 L","Gasoline","TX","WSC",NA,NA,NA,2,0,60723.1984653085
"9461","9461","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,112055.479078768
"9462","9462","550",NA,"Used","f",57714,"2007","Gray","5.5 L","Gasoline","NJ","Mid","Premium",NA,NA,40,0,29730.2918035193
"9463","9463","430",NA,"Used","f",118819,"2004","Black","4.3 L","Gasoline","SC","SoA","Bose","Alloy",NA,56,0,11154.6125155175
"9464","9464","430",NA,"Used","f",72659,"2005","Silver","4.3 L","Gasoline","VA","SoA",NA,"Alloy",NA,28,0,15258.9673142797
"9465","9465","550",NA,"New","f",5,"2015","White","4.6 L","Gasoline","CA","Pac",NA,NA,"20",15,0,113098.355910051
"9466","9466","550",NA,"Used","f",50650,"2007","Black","5.5 L","Gasoline","FL","SoA",NA,NA,NA,0,0,30363.4801059611
"9467","9467","550",NA,"Used","f",31783,"2012","Black","4.6 L","Gasoline","NJ","Mid","Harman Kardon",NA,NA,74,0,50032.6290859535
"9468","9468","63 AMG",NA,"New","f",10,"2015","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,0,0,164778.837718639
"9469","9469","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","AL","ESC","Premium","Alloy",NA,75,0,112580.608234321
"9470","9470","550",NA,"Used","t",87984,"2008","Gray","5.5 L","Gasoline","VA","SoA",NA,"Alloy",NA,48,0,29343.7783658441
"9471","9471","550",NA,"Used","f",46752,"2009","Black","5.5 L","Gasoline","OR","Pac","Harman Kardon",NA,NA,102,0,35309.5318498157
"9472","9472","550",NA,"Used","f",53176,"2008","Black","5.5 L","Gasoline","NV","Mtn","Harman Kardon",NA,NA,42,0,33108.4174196104
"9473","9473","55 AMG",NA,"Used","t",124450,"2005","Silver","5.4 L","Gasoline","GA","SoA","Premium","Alloy",NA,41,0,16320.7345469453
"9474","9474","430",NA,"Used","f",189452,"2005","White","4.3 L","Gasoline","CA","Pac","Bose","Premium",NA,22,0,9643.32713785949
"9475","9475",NA,NA,"New","f",22,"2013","Black","3.0 L","Gasoline","MD","SoA",NA,NA,NA,47,0,101871.163659251
"9476","9476","550",NA,"Used","f",78678,"2007","White","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,61,0,28088.4814467877
"9477","9477","550",NA,"New","f",21,"2015","Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,112594.549568825
"9478","9478","550",NA,"CPO","t",23510,"2013","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,2,0,64201.5255840018
"9479","9479","550",NA,"New","f",15,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium",NA,"19",92,0,112747.013966176
"9480","9480","63 AMG",NA,"New","f",2,"2015","Black","5.5 L","Gasoline","GA","SoA","Premium","Alloy","20",74,0,164950.454810306
"9481","9481","63 AMG",NA,"New","f",11,"2015","White","5.5 L","Gasoline","MA","New",NA,NA,NA,2,0,165283.600926947
"9482","9482","550",NA,"Used","f",25885,"2012","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,66,0,51158.4937018311
"9483","9483","550",NA,"CPO","t",29374,"2012","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,7,0,55539.0740230795
"9484","9484","550",NA,"CPO","t",14601,"2013","White","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,72,0,67815.4456748032
"9485","9485","430",NA,"Used","f",240633,"2000","Black","4.3 L","Gasoline","KY","ESC","Bose","Alloy",NA,28,0,3222.07773590267
"9486","9486","320",NA,"Used","f",121206,"1995","Black","3.2 L","Gasoline","VA","SoA","Premium","Alloy",NA,42,0,7004.61498353305
"9487","9487","430",NA,"Used","f",50863,"2002","Gold","4.3 L","Gasoline","FL","SoA",NA,NA,NA,6,0,15122.451835952
"9488","9488","350",NA,"CPO","f",14810,"2012","White","3.0 L","Diesel","CA","Pac",NA,NA,NA,44,0,57951.267543799
"9489","9489","550",NA,"New","f",11,"2014","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,0,0,111084.071598795
"9490","9490","500",NA,"Used","f",156325,"2000","Silver","5.0 L","Gasoline","MN","WNC",NA,NA,NA,5,0,7167.8859440787
"9491","9491","550",NA,"Used","f",14522,"2013","Black","4.6 L","Gasoline","TN","ESC","Harman Kardon",NA,NA,53,0,62006.292582725
"9492","9492","550",NA,"Used","f",63759,"2007","Silver","5.5 L","Gasoline","GA","SoA",NA,"Alloy",NA,43,0,28546.6306383491
"9493","9493","550",NA,"Used","f",69997,"2011","Silver","5.5 L","Gasoline","GA","SoA","Premium",NA,NA,48,0,39366.8600728069
"9494","9494","500",NA,"Used","f",65026,"2003","Silver","5.0 L","Gasoline","TX","WSC","Bose","Alloy",NA,56,0,15009.725924815
"9495","9495","600",NA,"Used","f",86337,"2002","Black","5.8 L","Gasoline","NJ","Mid","Premium",NA,NA,45,0,14899.2071578487
"9496","9496","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","19",72,0,112575.159091477
"9497","9497","500",NA,"Used","f",127000,"2000","Silver","5.0 L","Gasoline","UT","Mtn",NA,"Chrome",NA,7,0,8687.60810530202
"9498","9498","550",NA,"CPO","t",12054,"2013","Black","4.6 L","Gasoline","NY","Mid","Bang Olufsen","Alloy",NA,76,0,70045.7659199101
"9499","9499","550",NA,"Used","t",22243,"2011","White","5.5 L","Gasoline","IL","ENC","Premium","Alloy",NA,65,0,48735.3234051999
"9500","9500","400","Hybrid","Used","f",31854,"2010","Black","3.5 L","Hybrid","CA","Pac","Premium","Alloy",NA,65,0,41301.3098987655
"9501","9501","550",NA,"CPO","f",22077,"2011","Black","5.5 L","Gasoline","FL","SoA",NA,NA,NA,74,0,52531.5801218572
"9502","9502","550",NA,"CPO","t",25296,"2012","Black","4.6 L","Gasoline","MI","ENC",NA,NA,NA,59,0,56806.3088254238
"9503","9503","500",NA,"Used","f",84808,"2004","Gray","5.0 L","Gasoline","OH","ENC",NA,NA,NA,11,0,14601.7632194797
"9504","9504","65 AMG",NA,"New","f",2830,"2015","Black","6.0 L","Gasoline","FL","SoA","Premium",NA,NA,71,0,227175.168864494
"9505","9505","550",NA,"New","f",5,"2015","Blue","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,68,0,112291.192314996
"9506","9506","550",NA,"Used","f",42007,"2013","White","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,72,0,56578.6804444974
"9507","9507","550",NA,"New","f",5,"2015","Blue","4.6 L","Gasoline","CT","New",NA,NA,NA,5,0,112144.571340935
"9508","9508","550",NA,"CPO","f",22416,"2012","White","4.6 L","Gasoline","OH","ENC","Premium","Alloy",NA,79,0,58368.2429538374
"9509","9509","550",NA,"Used","f",73563,"2008","Black","5.5 L","Gasoline","IL","ENC","Harman Kardon","Alloy",NA,60,0,30463.8650816777
"9510","9510","550",NA,"New","f",8,"2015","White","4.6 L","Gasoline","NY","Mid",NA,NA,"18",3,0,113189.20724488
"9511","9511","550",NA,"CPO","f",22116,"2011","Gray","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,25,0,52583.3066717979
"9512","9512","550",NA,"New","f",10,"2015","White","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,75,0,113421.743067639
"9513","9513","550",NA,"Used","f",15789,"2012","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","18",72,0,54185.7666382102
"9514","9514","550",NA,"Used","f",62071,"2010","Black","5.5 L","Gasoline","CO","Mtn",NA,"Alloy",NA,55,0,39019.0073257261
"9515","9515","550",NA,"CPO","f",18688,"2010","Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy",NA,72,0,53238.2491444813
"9516","9516","550",NA,"CPO","f",19357,"2012","Black","4.6 L","Gasoline","NC","SoA",NA,"Alloy",NA,61,0,57777.5767003306
"9517","9517","550",NA,"New","f",48,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112869.285961143
"9518","9518","550",NA,"Used","f",20845,"2013","Black","4.6 L","Gasoline","GA","SoA",NA,NA,NA,77,0,59708.3181047261
"9519","9519","550",NA,"New","f",7,"2014","White","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,64,0,112018.755860886
"9520","9520","63 AMG",NA,"Used","f",46517,"2011","Black","5.5 L","Gasoline","CA","Pac","Premium",NA,NA,46,0,64811.4188436791
"9521","9521","550",NA,"CPO","f",33529,"2010","Silver","5.5 L","Gasoline","NJ","Mid",NA,"Alloy",NA,59,0,49585.3116035389
"9522","9522","550",NA,"Used","f",21460,"2013","White","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,79,0,61185.3034597016
"9523","9523","550",NA,"Used","t",15686,"2011","Black","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,72,0,50349.3578204926
"9524","9524","550",NA,"New","f",710,"2015","White","4.6 L","Gasoline","OH","ENC","Premium",NA,NA,74,0,114906.631787423
"9525","9525","550",NA,"Used","f",43000,"2010","Silver","5.5 L","Gasoline","MI","ENC","Premium","Alloy",NA,59,0,41557.3070491712
"9526","9526","550",NA,"Used","f",70680,"2008","Gray","5.5 L","Gasoline","TX","WSC","Harman Kardon",NA,NA,49,0,31037.212643516
"9527","9527","550",NA,"New","f",5,"2014","Blue","4.6 L","Gasoline","WA","Pac",NA,NA,NA,46,0,111229.049630964
"9528","9528","430",NA,"Used","f",112598,"2000","Black","4.3 L","Gasoline","TX","WSC",NA,NA,NA,6,0,9062.11587758886
"9529","9529","420",NA,"Used","f",111584,"1998",NA,"4.2 L","Gasoline","CA","Pac","Premium",NA,NA,31,0,10009.6773506698
"9530","9530","550",NA,"CPO","t",26075,"2012","Black","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,82,0,56351.8369278734
"9531","9531","65 AMG",NA,"Used","t",34148,"2007","Black","6.0 L","Gasoline","WA","Pac","Harman Kardon","Alloy",NA,59,0,56226.7426358827
"9532","9532","550",NA,"Used","f",77098,"2008","Black","5.5 L","Gasoline","MI","ENC",NA,"Alloy",NA,48,0,30121.0537746049
"9533","9533","500",NA,"Used","t",166249,"2005","Silver","5.0 L","Gasoline","TX","WSC",NA,NA,NA,0,0,10426.5743504824
"9534","9534","550",NA,"Used","t",59873,"2012","Black","4.6 L","Gasoline","CA","Pac","Premium",NA,NA,43,0,45987.1204065156
"9535","9535","550",NA,"Used","f",79426,"2007","Gray","5.5 L","Gasoline","GA","SoA","Premium","Alloy",NA,55,0,27083.9271515185
"9536","9536","550",NA,"New","f",36,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,5,0,111755.954935401
"9537","9537","550",NA,"CPO","f",19690,"2013","White","4.6 L","Gasoline","GA","SoA","Premium","Alloy",NA,81,0,66131.8261432554
"9538","9538","500",NA,"Used","f",88288,"2006","Gray","5.0 L","Gasoline","DE","SoA","Bose","Alloy","18",63,0,14635.7717533582
"9539","9539","550",NA,"Used","t",16361,"2012","Black","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,69,0,54418.2349911764
"9540","9540","550",NA,"Used","f",63726,"2009","Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy",NA,71,0,32776.3174413485
"9541","9541","600",NA,"Used","f",83545,"2002","Black","5.8 L","Gasoline","VA","SoA",NA,"Alloy",NA,55,0,14814.9621860781
"9542","9542","550",NA,"New","f",23,"2015",NA,"4.7 L","Gasoline","IL","ENC",NA,NA,"19",95,0,134818.024318933
"9543","9543","550",NA,"CPO","t",37335,"2010","Silver","5.5 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,90,0,48832.1077161096
"9544","9544","550",NA,"New","f",10,"2015","Blue","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","19",85,0,112534.132836392
"9545","9545","55 AMG",NA,"Used","f",103223,"2006","Black","5.4 L","Gasoline","CA","Pac",NA,"Alloy",NA,75,0,17751.8931540301
"9546","9546","550",NA,"CPO","f",44718,"2010","Black","5.5 L","Gasoline","VA","SoA",NA,NA,NA,80,0,48232.8231228801
"9547","9547","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,0,0,112312.407149818
"9548","9548","550",NA,"New","f",21,"2015",NA,"4.6 L","Gasoline","NY","Mid",NA,NA,NA,1,0,112592.217068102
"9549","9549",NA,NA,"New","f",6,"2015","Silver",NA,NA,"CA","Pac",NA,NA,NA,0,0,110277.445728776
"9550","9550","430",NA,"Used","f",141514,"2001","Black","4.3 L","Gasoline","VA","SoA",NA,NA,NA,5,0,7317.0646403941
"9551","9551","550",NA,"New","f",2,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,74,0,112040.889997761
"9552","9552","550",NA,"Used","f",62105,"2007","Black","5.5 L","Gasoline","MN","WNC","Premium","Alloy",NA,54,0,28918.4849245526
"9553","9553","550",NA,"New","f",7,"2014","Black","4.6 L","Gasoline","CO","Mtn",NA,NA,NA,61,0,111170.137825006
"9554","9554","600",NA,"Used","f",23657,"2008","White","5.5 L","Gasoline","TX","WSC","Premium",NA,NA,40,0,39385.2821038472
"9555","9555","550",NA,"CPO","t",10753,"2011","White","5.5 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,40,0,58197.990023484
"9556","9556","430",NA,"Used","f",83229,"2003","Gray","4.3 L","Gasoline","NC","SoA","Premium","Alloy",NA,27,0,12643.1444869404
"9557","9557","550",NA,"Used","f",37603,"2011","White","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,61,0,44702.0392947911
"9558","9558","63 AMG",NA,"New","f",5,"2015","Black","5.5 L","Gasoline","CA","Pac","Premium",NA,NA,91,0,164805.695565806
"9559","9559","430",NA,"Used","f",109000,"2002","Silver","4.3 L","Gasoline","TX","WSC",NA,NA,NA,6,0,9748.83167475023
"9560","9560","430",NA,"Used","f",106980,"2006","White","4.3 L","Gasoline","PA","Mid",NA,"Alloy",NA,13,0,13511.2976886501
"9561","9561","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,0,112373.513888951
"9562","9562","430",NA,"Used","f",104239,"2003","Black","4.3 L","Gasoline","AZ","Mtn","Premium",NA,NA,14,0,11328.1793018581
"9563","9563","550",NA,"New","f",13,"2015",NA,"4.6 L","Gasoline","MA","New",NA,NA,NA,0,0,112400.340935316
"9564","9564","550",NA,"New","f",13,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"19",14,0,112516.866712283
"9565","9565","550",NA,"Used","f",56909,"2008","Silver","5.5 L","Gasoline","WA","Pac","Premium","Alloy",NA,61,0,32195.8828155942
"9566","9566","550",NA,"Used","f",62000,"2007","Black","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,40,0,28613.0389880043
"9567","9567","550",NA,"CPO","f",64572,"2009","Silver","5.5 L","Gasoline","CT","New",NA,"Alloy",NA,83,0,41830.877120689
"9568","9568","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","MD","SoA",NA,NA,NA,79,0,112581.497240658
"9569","9569","550",NA,"CPO","t",11223,"2013","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy",NA,78,0,67312.4274013506
"9570","9570","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","19",72,0,112375.826666756
"9571","9571","430",NA,"Used","f",51325,"2006","Silver","4.3 L","Gasoline","SC","SoA","Bose","Alloy",NA,61,0,17798.9741654633
"9572","9572","550",NA,"New","f",9,"2014","Black","4.6 L","Gasoline","OH","ENC",NA,"Alloy",NA,24,0,111066.921065104
"9573","9573","550",NA,"CPO","f",32135,"2010","White","5.5 L","Gasoline","NC","SoA",NA,NA,NA,60,0,51107.4979122018
"9574","9574","550",NA,"New","f",4,"2015","Black","4.6 L","Gasoline","NC","SoA","Premium",NA,NA,74,0,112268.560702986
"9575","9575","550",NA,"Used","f",73217,"2008","Black","5.5 L","Gasoline","MD","SoA","Premium","Alloy",NA,68,0,30460.7772145361
"9576","9576","550",NA,"New","f",14,"2015","Blue","4.6 L","Gasoline","MI","ENC","Premium","Alloy","19",61,0,112593.458838468
"9577","9577","550",NA,"Used","t",25515,"2012",NA,"4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,66,0,51456.805127821
"9578","9578","550",NA,"New","f",13,"2015","Blue","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,76,0,112663.616467477
"9579","9579","350",NA,"Used","f",26545,"2012","Black","3.0 L","Diesel","MN","WNC","Harman Kardon","Alloy",NA,69,0,46879.8209608095
"9580","9580","550",NA,"Used","t",54010,"2007","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","20",69,0,30154.414025595
"9581","9581","550",NA,"Used","f",110062,"2008","Black","5.5 L","Gasoline","NC","SoA",NA,NA,NA,66,0,27774.7083986404
"9582","9582","550",NA,"Used","f",76314,"2009","White","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy",NA,63,0,32357.3305019102
"9583","9583","550",NA,"Used","t",71111,"2011","White","5.5 L","Gasoline","LA","WSC",NA,NA,NA,0,0,40551.1015344456
"9584","9584","550",NA,"Used","t",32499,"2013","Gray","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,69,0,56903.2093314345
"9585","9585","550",NA,"New","f",11,"2014","White","4.6 L","Gasoline","NC","SoA","Premium","Alloy",NA,57,0,111913.268627836
"9586","9586","550",NA,"Used","f",11260,"2012","Silver","4.6 L","Gasoline","MA","New",NA,"Alloy","20",20,0,56640.537998853
"9587","9587","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,59,0,112493.603124413
"9588","9588","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,25,0,111199.490931078
"9589","9589","550",NA,"New","f",12,"2015","White","4.6 L","Gasoline","MA","New","Premium",NA,NA,77,0,113544.438805512
"9590","9590","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,68,0,112296.350970895
"9591","9591","550",NA,"New","f",15,"2014","Black","4.6 L","Gasoline","NJ","Mid",NA,NA,NA,54,0,111025.01243331
"9592","9592","550",NA,"Used","t",35830,"2009","White","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,56,0,38087.3737213145
"9593","9593","550",NA,"Used","f",125670,"2007","Black","5.5 L","Gasoline","MI","ENC",NA,NA,NA,55,0,24066.2716633087
"9594","9594","550",NA,"Used","f",98925,"2007","Silver","5.5 L","Gasoline","CA","Pac",NA,NA,NA,0,0,25665.2354826062
"9595","9595","63 AMG",NA,"Used","t",38937,"2008","White","6.3 L","Gasoline","AZ","Mtn","Premium",NA,"21",37,0,49268.0203095189
"9596","9596","550",NA,"Used","f",90922,"2008","Blue","5.5 L","Gasoline","TX","WSC","Harman Kardon",NA,NA,48,0,29167.5432172123
"9597","9597","550",NA,"New","f",6,"2015","White","4.6 L","Gasoline","NY","Mid",NA,NA,"19",2,0,113082.889614877
